Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Koentus Regolith
appliedenergistics2:facade:0, Cable Facade - Koentus Fine Regolith
appliedenergistics2:facade:0, Cable Facade - Koentus Rock
appliedenergistics2:facade:0, Cable Facade - Koentus Cobblestone
appliedenergistics2:facade:0, Cable Facade - Anti Gravity Ore
appliedenergistics2:facade:0, Cable Facade - Goldenite Crystals Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Block of Anti Gravity Fragments
appliedenergistics2:facade:0, Cable Facade - Block of Goldenite Crystals
appliedenergistics2:facade:0, Cable Facade - Koentus Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Koentus Ice
appliedenergistics2:facade:0, Cable Facade - White Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Orange Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Magenta Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Light Blue Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Yellow Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Lime Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Pink Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Gray Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Silver Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Cyan Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Purple Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Blue Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Brown Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Green Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Red Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Black Glowing Hardened Ice
appliedenergistics2:facade:0, Cable Facade - Creep Block
appliedenergistics2:facade:0, Cable Facade - Gravity Creep Block
appliedenergistics2:facade:0, Cable Facade - Chalos Rock
appliedenergistics2:facade:0, Cable Facade - Chalos Cobblestone
appliedenergistics2:facade:0, Cable Facade - Diremsium Ore
appliedenergistics2:facade:0, Cable Facade - Zyptorium Ore
appliedenergistics2:facade:0, Cable Facade - Cheese Milk Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Block of Diremsium
appliedenergistics2:facade:0, Cable Facade - Block of Zyptorium
appliedenergistics2:facade:0, Cable Facade - Chalos Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Cheese Grass Block
appliedenergistics2:facade:0, Cable Facade - Cheese Dirt
appliedenergistics2:facade:0, Cable Facade - Cheese Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Cheese Spore Stem
appliedenergistics2:facade:0, Cable Facade - Cheese Spore
appliedenergistics2:facade:0, Cable Facade - Cheese Spore Planks
appliedenergistics2:facade:0, Cable Facade - Cheese Slime Block
appliedenergistics2:facade:0, Cable Facade - Cheese Spore Crafting Table
appliedenergistics2:facade:0, Cable Facade - Infected Grass Block
appliedenergistics2:facade:0, Cable Facade - Infected Dirt
appliedenergistics2:facade:0, Cable Facade - Infected Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Infected Podzol
appliedenergistics2:facade:0, Cable Facade - Nibiru Rock
appliedenergistics2:facade:0, Cable Facade - Nibiru Cobblestone
appliedenergistics2:facade:0, Cable Facade - Nibiru Vein Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infected Vein Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Inferumite
appliedenergistics2:facade:0, Cable Facade - Nibiru Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Mossy Nibiru Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Infected Sandstone
appliedenergistics2:facade:0, Cable Facade - Infected Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Infected Cut Sandstone
appliedenergistics2:facade:0, Cable Facade - Infested Nibiru Rock
appliedenergistics2:facade:0, Cable Facade - Infested Nibiru Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infested Nibiru Vein Cobblestone
appliedenergistics2:facade:0, Cable Facade - Infested Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infested Infected Vein Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infested Cracked Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infested Chiseled Infected Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Infected Iron Ore
appliedenergistics2:facade:0, Cable Facade - Infected Gold Ore
appliedenergistics2:facade:0, Cable Facade - Infected Tin Ore
appliedenergistics2:facade:0, Cable Facade - Infected Copper Ore
appliedenergistics2:facade:0, Cable Facade - Infected Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Infected Coal Ore
appliedenergistics2:facade:0, Cable Facade - Infected Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Infected Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Infected Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Infected Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Infected Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Inferumite Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Infected Oak Log
appliedenergistics2:facade:0, Cable Facade - Infected Deadwood Log
appliedenergistics2:facade:0, Cable Facade - Infected Spruce Log
appliedenergistics2:facade:0, Cable Facade - Infected Jungle Log
appliedenergistics2:facade:0, Cable Facade - Alien Berry Oak Log
appliedenergistics2:facade:0, Cable Facade - Oscalea Log
appliedenergistics2:facade:0, Cable Facade - Frolia Log
appliedenergistics2:facade:0, Cable Facade - Oscalea Planks
appliedenergistics2:facade:0, Cable Facade - Frolia Planks
appliedenergistics2:facade:0, Cable Facade - Infected Oak Planks
appliedenergistics2:facade:0, Cable Facade - Infected Spruce Planks
appliedenergistics2:facade:0, Cable Facade - Alien Berry Oak Planks
appliedenergistics2:facade:0, Cable Facade - Infected Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Infected Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Infected Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Alien Berry Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Oscalea Leaves
appliedenergistics2:facade:0, Cable Facade - Frolia Leaves
appliedenergistics2:facade:0, Cable Facade - Flowering Frolia Leaves
appliedenergistics2:facade:0, Cable Facade - Infected Crafting Table
appliedenergistics2:facade:0, Cable Facade - Alien Berry Crafting Table
appliedenergistics2:facade:0, Cable Facade - Infected Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Alien Berry Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Infected Sand
appliedenergistics2:facade:0, Cable Facade - Infected Snow
appliedenergistics2:facade:0, Cable Facade - Purified Snow
appliedenergistics2:facade:0, Cable Facade - Infected Ice
appliedenergistics2:facade:0, Cable Facade - Infected Packed Ice
appliedenergistics2:facade:0, Cable Facade - Green Vein Grass Block
appliedenergistics2:facade:0, Cable Facade - Infected Melon
appliedenergistics2:facade:0, Cable Facade - Infected Gravel
appliedenergistics2:facade:0, Cable Facade - Infected Clay
appliedenergistics2:facade:0, Cable Facade - Infected Prismarine
appliedenergistics2:facade:0, Cable Facade - Infected Prismarine Bricks
appliedenergistics2:facade:0, Cable Facade - Infected Dark Prismarine
appliedenergistics2:facade:0, Cable Facade - Infected Sea Lantern
appliedenergistics2:facade:0, Cable Facade - Infected Sponge
appliedenergistics2:facade:0, Cable Facade - Infected Wet Sponge
appliedenergistics2:facade:0, Cable Facade - Oil Ore
appliedenergistics2:facade:0, Cable Facade - Block of Multalic Crystal
appliedenergistics2:facade:0, Cable Facade - Terrastone
appliedenergistics2:facade:0, Cable Facade - Purified Gravel
appliedenergistics2:facade:0, Cable Facade - Terrashroom Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Boron Ore
appliedenergistics2:facade:0, Cable Facade - Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Thorium Block
appliedenergistics2:facade:0, Cable Facade - Uranium Block
appliedenergistics2:facade:0, Cable Facade - Boron Block
appliedenergistics2:facade:0, Cable Facade - Lithium Block
appliedenergistics2:facade:0, Cable Facade - Magnesium Block
appliedenergistics2:facade:0, Cable Facade - Graphite Block
appliedenergistics2:facade:0, Cable Facade - Beryllium Block
appliedenergistics2:facade:0, Cable Facade - Zirconium Block
appliedenergistics2:facade:0, Cable Facade - Manganese Block
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Fission Reactor Casing
appliedenergistics2:facade:0, Cable Facade - Blast Block
appliedenergistics2:facade:0, Cable Facade - Empty Cooler
appliedenergistics2:facade:0, Cable Facade - Water Cooler
appliedenergistics2:facade:0, Cable Facade - Redstone Cooler
appliedenergistics2:facade:0, Cable Facade - Quartz Cooler
appliedenergistics2:facade:0, Cable Facade - Gold Cooler
appliedenergistics2:facade:0, Cable Facade - Glowstone Cooler
appliedenergistics2:facade:0, Cable Facade - Lapis Cooler
appliedenergistics2:facade:0, Cable Facade - Diamond Cooler
appliedenergistics2:facade:0, Cable Facade - Liquid Helium Cooler
appliedenergistics2:facade:0, Cable Facade - Enderium Cooler
appliedenergistics2:facade:0, Cable Facade - Cryotheum Cooler
appliedenergistics2:facade:0, Cable Facade - Iron Cooler
appliedenergistics2:facade:0, Cable Facade - Emerald Cooler
appliedenergistics2:facade:0, Cable Facade - Copper Cooler
appliedenergistics2:facade:0, Cable Facade - Tin Cooler
appliedenergistics2:facade:0, Cable Facade - Magnesium Cooler
appliedenergistics2:facade:0, Cable Facade - Thorium-230 Block
appliedenergistics2:facade:0, Cable Facade - Uranium-238 Block
appliedenergistics2:facade:0, Cable Facade - Neptunium-237 Block
appliedenergistics2:facade:0, Cable Facade - Plutonium-242 Block
appliedenergistics2:facade:0, Cable Facade - Americium-243 Block
appliedenergistics2:facade:0, Cable Facade - Curium-246 Block
appliedenergistics2:facade:0, Cable Facade - Berkelium-247 Block
appliedenergistics2:facade:0, Cable Facade - Californium-252 Block
appliedenergistics2:facade:0, Cable Facade - Supercold Ice
appliedenergistics2:facade:0, Cable Facade - Fusion Connector
appliedenergistics2:facade:0, Cable Facade - Wasteland Earth
appliedenergistics2:facade:0, Cable Facade - Tritium Lamp
appliedenergistics2:facade:0, Cable Facade - Machine Structure
appliedenergistics2:facade:0, Cable Facade - Advanced Machine Structure
appliedenergistics2:facade:0, Cable Facade - Motor
appliedenergistics2:facade:0, Cable Facade - Advanced Motor
appliedenergistics2:facade:0, Cable Facade - Enhanced Motor
appliedenergistics2:facade:0, Cable Facade - Elite Motor
appliedenergistics2:facade:0, Cable Facade - material.Dilithium.name Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Rutile Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Titanium Block
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Iridium Block
appliedenergistics2:facade:0, Cable Facade - Gold Coil
appliedenergistics2:facade:0, Cable Facade - Copper Coil
appliedenergistics2:facade:0, Cable Facade - Titanium Coil
appliedenergistics2:facade:0, Cable Facade - Aluminum Coil
appliedenergistics2:facade:0, Cable Facade - Iridium Coil
appliedenergistics2:facade:0, Cable Facade - Block of Crystal Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Crystal Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Crystal Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - Electrical Steel Block
appliedenergistics2:facade:0, Cable Facade - Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Compressed Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Double Compressed Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Reinforced Obsidian
appliedenergistics2:facade:0, Cable Facade - Machine Chassis (decoration block)
appliedenergistics2:facade:0, Cable Facade - Blank Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Tops (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine with sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine width backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Blank Soul Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Tops (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine with sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine width backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Red Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Broken Spawner (decoration block)
appliedenergistics2:facade:0, Cable Facade - Invisible Block (decoration block)
appliedenergistics2:facade:0, Cable Facade - Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Item Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Power Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Omni Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Creative Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Crafter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Painting Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Power Monitor (decoration block)
appliedenergistics2:facade:0, Cable Facade - SAG Mill (decoration block)
appliedenergistics2:facade:0, Cable Facade - Slice'N'Splice (decoration block)
appliedenergistics2:facade:0, Cable Facade - Stirling Generator (decoration block)
appliedenergistics2:facade:0, Cable Facade - Fluid Tank (decoration block)
appliedenergistics2:facade:0, Cable Facade - Pressurized Fluid Tank (decoration block)
